case_id,tool_id,model,mutation_operator,oracle_detected,status,failure_class,initial_bpr,final_bpr,delta_bpr,complete_repair,effective_repair,regression,patch_parse_failures,patch_validation_failures,patch_application_failures,iterations_completed,runtime_seconds
case_000118,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9871794871794872,0.9871794871794872,0.0,False,False,False,1,1,0,1,2.2206
case_000119,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,10.189
case_000122,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9879518072289156,1.0,0.012048192771,True,True,False,0,0,0,1,2.2434
case_000123,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9957627118644068,0.9957627118644068,0.0,False,False,False,1,1,0,1,7.6636
case_000124,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9987293519695044,0.9987293519695044,0.0,False,False,False,1,1,0,1,11.0025
case_000134,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.9876543209876543,1.0,0.012345679012,True,True,False,0,0,0,1,2.5601
case_000135,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9961240310077519,0.9961240310077519,0.0,False,False,False,1,1,0,1,11.4998
case_000136,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9976076555023924,0.9976076555023924,0.0,False,False,False,0,1,0,1,10.4872
case_000137,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9545454545454546,0.9545454545454546,0.0,False,False,False,0,0,0,1,1.0943
case_000138,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,effective_repair,0.0,0.8767123287671232,0.876712328767,False,True,False,0,0,0,1,3.5022
case_000141,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,1,0,1,1.701
case_000142,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.9871794871794872,1.0,0.012820512821,True,True,False,0,0,0,1,2.1632
case_000143,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9957264957264957,0.9957264957264957,0.0,False,False,False,1,1,0,1,11.4827
case_000150,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,complete_repair,0.9876543209876543,1.0,0.012345679012,True,True,False,0,0,0,1,2.2474
case_000153,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.20833333333333334,1.0,0.791666666667,True,True,False,0,0,0,1,1.4764
case_000154,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.9866666666666667,1.0,0.013333333333,True,True,False,0,0,0,1,2.1938
case_000155,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9957627118644068,0.9957627118644068,0.0,False,False,False,1,1,0,1,9.5413
case_000156,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9988235294117647,0.9988235294117647,0.0,False,False,False,1,1,0,1,10.5216
case_000157,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,effective_repair,0.0,0.9523809523809523,0.952380952381,False,True,False,0,0,0,1,1.357
case_000160,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9694835680751174,0.9694835680751174,0.0,False,False,False,1,1,0,1,8.1618
case_000161,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,effective_repair,0.7727272727272727,0.9545454545454546,0.181818181818,False,True,False,0,0,0,1,1.5175
case_000162,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9873417721518988,0.9873417721518988,0.0,False,False,False,0,0,0,1,2.3797
case_000169,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,1,0,1,1.7941
case_000172,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9988558352402745,0.9988558352402745,0.0,False,False,False,1,1,0,1,15.8092
case_000173,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.9523809523809523,1.0,0.047619047619,True,True,False,0,0,0,1,1.1895
case_000174,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9876543209876543,0.9876543209876543,0.0,False,False,False,1,1,0,1,2.2518
case_000175,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9959677419354839,0.9959677419354839,0.0,False,False,False,1,1,0,1,12.0325
case_000176,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,11.5386
case_000179,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9958333333333333,0.9958333333333333,0.0,False,False,False,0,1,0,1,9.5927
case_000180,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9988372093023256,0.9988372093023256,0.0,False,False,False,1,1,0,1,10.5851
case_000181,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9583333333333334,0.9583333333333334,0.0,False,False,False,0,0,0,1,1.1797
case_000188,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,no_improvement,0.9988399071925754,0.9988399071925754,0.0,False,False,False,1,1,0,1,14.4626
case_000191,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9956140350877193,0.9956140350877193,0.0,False,False,False,0,1,0,1,8.2836
case_000192,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9987966305655837,0.9987966305655837,0.0,False,False,False,1,1,0,1,8.9383
case_000193,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9583333333333334,0.9583333333333334,0.0,False,False,False,1,1,0,1,1.2047
case_000194,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9873417721518988,0.9873417721518988,0.0,False,False,False,0,0,0,1,2.2819
case_000195,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,10.8832
case_000198,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9871794871794872,1.0,0.012820512821,True,True,False,0,0,0,1,2.2104
case_000199,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9961538461538462,0.9961538461538462,0.0,False,False,False,1,1,0,1,14.537
case_000200,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9987228607918263,0.9987228607918263,0.0,False,False,False,1,1,0,1,11.6221
case_000207,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,no_improvement,0.9958333333333333,0.9958333333333333,0.0,False,False,False,0,1,0,1,7.8262
case_000210,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.9868421052631579,1.0,0.013157894737,True,True,False,0,0,0,1,2.5398
case_000211,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9959016393442623,0.9959016393442623,0.0,False,False,False,0,1,0,1,12.2085
case_000212,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.986046511627907,0.986046511627907,0.0,False,False,False,1,1,0,1,8.3419
case_000213,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9615384615384616,0.9615384615384616,0.0,False,False,False,0,0,0,1,1.1666
case_000214,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,2.3423
case_000217,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9615384615384616,1.0,0.038461538462,True,True,False,0,0,0,1,1.2312
case_000218,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.9879518072289156,1.0,0.012048192771,True,True,False,0,0,0,1,2.3328
case_000219,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,regression,0.9958333333333333,0.9916666666666667,-0.004166666667,False,False,True,0,0,0,1,8.4927
case_000229,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.4555
case_000230,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9871794871794872,0.9871794871794872,0.0,False,False,False,1,1,0,1,2.2608
case_000231,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9962121212121212,0.9962121212121212,0.0,False,False,False,0,1,0,1,7.7817
case_000232,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.986857825567503,0.986857825567503,0.0,False,False,False,1,1,0,1,8.5258
case_000233,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,regression,0.23809523809523808,0.0,-0.238095238095,False,False,True,0,0,0,1,1.5115
case_000236,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9988304093567252,0.9988304093567252,0.0,False,False,False,1,1,0,1,8.1371
case_000237,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.2199
case_000238,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9135802469135802,0.9135802469135802,0.0,False,False,False,0,1,0,1,2.8801
case_000248,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9988095238095238,0.9988095238095238,0.0,False,False,False,1,1,0,1,8.0052
case_000249,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.2098
case_000250,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9868421052631579,0.9868421052631579,0.0,False,False,False,1,1,0,1,2.3063
case_000251,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.99609375,0.99609375,0.0,False,False,False,1,1,0,1,10.5357
case_000252,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,12.2665
case_000255,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,regression,0.9955555555555555,0.9911111111111112,-0.004444444444,False,False,True,0,0,0,1,5.9056
case_000256,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9988372093023256,0.9988372093023256,0.0,False,False,False,1,1,0,1,8.8448
case_000257,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9545454545454546,0.9545454545454546,0.0,False,False,False,0,0,0,1,1.1892
case_000267,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9960159362549801,0.9960159362549801,0.0,False,False,False,0,1,0,1,6.1595
case_000268,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9988738738738738,0.9988738738738738,0.0,False,False,False,1,1,0,1,11.8513
case_000269,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9615384615384616,0.9615384615384616,0.0,False,False,False,1,1,0,1,1.2235
case_000270,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9135802469135802,0.9135802469135802,0.0,False,False,False,0,1,0,1,4.002
case_000271,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.2584745762711864,0.2584745762711864,0.0,False,False,False,1,1,0,1,10.5509
case_000274,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9102564102564102,0.9102564102564102,0.0,False,False,False,0,1,0,1,3.3693
case_000275,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,regression,0.9956896551724138,0.9913793103448276,-0.004310344828,False,False,True,0,0,0,1,10.5211
case_000276,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9987966305655837,0.9987966305655837,0.0,False,False,False,1,1,0,1,8.5488
case_000283,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,no_improvement,0.9957805907172996,0.9957805907172996,0.0,False,False,False,0,1,0,1,7.9096
case_000286,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9213483146067416,0.9213483146067416,0.0,False,False,False,0,0,0,1,2.7889
case_000287,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9957627118644068,0.9957627118644068,0.0,False,False,False,0,1,0,1,12.597
case_000288,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9988304093567252,0.9988304093567252,0.0,False,False,False,1,1,0,1,14.0019
case_000289,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.7692307692307693,0.7692307692307693,0.0,False,False,False,0,1,0,1,1.9927
case_000290,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,2.3218
case_000293,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.1928
case_000294,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.9880952380952381,1.0,0.011904761905,True,True,False,0,0,0,1,2.2351
case_000295,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,regression,0.9625,0.9583333333333334,-0.004166666667,False,False,True,0,0,0,1,8.9795
case_000305,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.9523809523809523,1.0,0.047619047619,True,True,False,0,0,0,1,1.3367
case_000306,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.9195402298850575,1.0,0.080459770115,True,True,False,0,0,0,1,2.4121
case_000307,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9958333333333333,0.9958333333333333,0.0,False,False,False,1,1,0,1,11.31
case_000308,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9988235294117647,0.9988235294117647,0.0,False,False,False,1,1,0,1,8.4014
case_000309,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,effective_repair,0.0,0.9090909090909091,0.909090909091,False,True,False,0,0,0,1,1.4932
case_000312,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9988505747126437,0.9988505747126437,0.0,False,False,False,1,1,0,1,8.6462
case_000313,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.1366
