case_id,tool_id,model,mutation_operator,oracle_detected,status,failure_class,initial_bpr,final_bpr,delta_bpr,complete_repair,effective_repair,regression,patch_parse_failures,patch_validation_failures,patch_application_failures,iterations_completed,runtime_seconds
case_000059,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9959514170040485,0.9959514170040485,0.0,False,False,False,1,1,0,1,9.6485
case_000060,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9871345029239766,0.9871345029239766,0.0,False,False,False,1,1,0,1,7.6684
case_000061,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,1,0,1,1.1707
case_000062,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,2.3593
case_000065,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.1029
case_000066,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9871794871794872,0.9871794871794872,0.0,False,False,False,0,1,0,1,2.1968
case_000067,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9957627118644068,0.9957627118644068,0.0,False,False,False,0,1,0,1,8.9579
case_000074,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,no_improvement,0.9888888888888889,0.9888888888888889,0.0,False,False,False,0,0,0,1,2.3847
case_000077,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.9583333333333334,1.0,0.041666666667,True,True,False,0,0,0,1,1.5201
case_000078,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.9066666666666666,1.0,0.093333333333,True,True,False,0,0,0,1,2.2046
case_000079,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9914529914529915,0.9914529914529915,0.0,False,False,False,1,1,0,1,8.6231
case_000080,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9987608426270136,0.9987608426270136,0.0,False,False,False,1,1,0,1,11.4471
case_000081,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,effective_repair,0.0,0.6666666666666666,0.666666666667,False,True,False,0,0,0,1,2.4192
case_000084,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9863523573200993,0.9863523573200993,0.0,False,False,False,1,1,0,1,10.9493
case_000085,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.9583333333333334,1.0,0.041666666667,True,True,False,0,0,0,1,1.1768
case_000086,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9885057471264368,0.9885057471264368,0.0,False,False,False,0,0,0,1,2.3509
case_000096,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.998876404494382,0.998876404494382,0.0,False,False,False,1,1,0,1,8.2992
case_000097,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.7916666666666666,1.0,0.208333333333,True,True,False,0,0,0,1,1.1974
case_000098,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9880952380952381,0.9880952380952381,0.0,False,False,False,1,1,0,1,2.3173
case_000099,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9956140350877193,0.9956140350877193,0.0,False,False,False,1,1,0,1,13.0145
case_000100,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,13.2373
case_000103,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,regression,0.9957627118644068,0.9872881355932204,-0.008474576271,False,False,True,0,0,0,1,7.6436
case_000104,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,regression,0.9695906432748538,0.968421052631579,-0.001169590643,False,False,True,0,0,0,1,7.8934
case_000105,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9545454545454546,0.9545454545454546,0.0,False,False,False,0,0,0,1,1.1618
case_000115,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,regression,0.9954954954954955,0.990990990990991,-0.004504504505,False,False,True,0,0,0,1,11.844
case_000116,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9988674971687429,0.9988674971687429,0.0,False,False,False,1,1,0,1,8.4342
case_000117,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,0,0,1,1.1542
case_000118,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9871794871794872,0.9871794871794872,0.0,False,False,False,1,1,0,1,2.2409
case_000119,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,10.2676
case_000122,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9879518072289156,1.0,0.012048192771,True,True,False,0,0,0,1,2.2118
case_000123,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9957627118644068,0.9957627118644068,0.0,False,False,False,1,1,0,1,7.6407
case_000124,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9987293519695044,0.9987293519695044,0.0,False,False,False,1,1,0,1,10.9235
case_000134,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.9876543209876543,1.0,0.012345679012,True,True,False,0,0,0,1,2.5516
case_000135,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9961240310077519,0.9961240310077519,0.0,False,False,False,1,1,0,1,11.5648
case_000136,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9976076555023924,0.9976076555023924,0.0,False,False,False,0,1,0,1,10.5536
case_000137,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9545454545454546,0.9545454545454546,0.0,False,False,False,0,0,0,1,1.1099
case_000138,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,effective_repair,0.0,0.8767123287671232,0.876712328767,False,True,False,0,0,0,1,3.5797
case_000141,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,1,0,1,1.7332
case_000142,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.9871794871794872,1.0,0.012820512821,True,True,False,0,0,0,1,2.2051
case_000143,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9957264957264957,0.9957264957264957,0.0,False,False,False,1,1,0,1,11.2204
case_000150,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,complete_repair,0.9876543209876543,1.0,0.012345679012,True,True,False,0,0,0,1,2.2597
case_000153,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.20833333333333334,1.0,0.791666666667,True,True,False,0,0,0,1,1.4816
case_000154,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.9866666666666667,1.0,0.013333333333,True,True,False,0,0,0,1,2.2023
case_000155,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9957627118644068,0.9957627118644068,0.0,False,False,False,1,1,0,1,9.5777
case_000156,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9988235294117647,0.9988235294117647,0.0,False,False,False,1,1,0,1,10.328
case_000157,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,effective_repair,0.0,0.9523809523809523,0.952380952381,False,True,False,0,0,0,1,1.3232
case_000160,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9694835680751174,0.9694835680751174,0.0,False,False,False,1,1,0,1,8.3104
case_000161,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,effective_repair,0.7727272727272727,0.9545454545454546,0.181818181818,False,True,False,0,0,0,1,1.5484
case_000162,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9873417721518988,0.9873417721518988,0.0,False,False,False,0,0,0,1,2.3504
case_000169,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,1,0,1,1.7642
case_000172,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9988558352402745,0.9988558352402745,0.0,False,False,False,1,1,0,1,15.8185
case_000173,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.9523809523809523,1.0,0.047619047619,True,True,False,0,0,0,1,1.177
case_000174,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9876543209876543,0.9876543209876543,0.0,False,False,False,1,1,0,1,2.2081
case_000175,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9959677419354839,0.9959677419354839,0.0,False,False,False,1,1,0,1,11.8494
case_000176,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,11.3518
case_000179,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9958333333333333,0.9958333333333333,0.0,False,False,False,0,1,0,1,9.5104
case_000180,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9988372093023256,0.9988372093023256,0.0,False,False,False,1,1,0,1,10.5102
case_000181,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9583333333333334,0.9583333333333334,0.0,False,False,False,0,0,0,1,1.1895
case_000188,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,no_improvement,0.9988399071925754,0.9988399071925754,0.0,False,False,False,1,1,0,1,14.137
case_000191,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9956140350877193,0.9956140350877193,0.0,False,False,False,0,1,0,1,8.1571
case_000192,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9987966305655837,0.9987966305655837,0.0,False,False,False,1,1,0,1,8.8893
case_000193,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9583333333333334,0.9583333333333334,0.0,False,False,False,1,1,0,1,1.1869
case_000194,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9873417721518988,0.9873417721518988,0.0,False,False,False,0,0,0,1,2.2168
case_000195,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,10.749
case_000198,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9871794871794872,1.0,0.012820512821,True,True,False,0,0,0,1,2.2409
case_000199,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9961538461538462,0.9961538461538462,0.0,False,False,False,1,1,0,1,14.4011
case_000200,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9987228607918263,0.9987228607918263,0.0,False,False,False,1,1,0,1,11.37
case_000207,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,no_improvement,0.9958333333333333,0.9958333333333333,0.0,False,False,False,0,1,0,1,7.6969
case_000210,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.9868421052631579,1.0,0.013157894737,True,True,False,0,0,0,1,2.5597
case_000211,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9959016393442623,0.9959016393442623,0.0,False,False,False,0,1,0,1,12.3497
case_000212,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.986046511627907,0.986046511627907,0.0,False,False,False,1,1,0,1,8.4675
case_000213,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9615384615384616,0.9615384615384616,0.0,False,False,False,0,0,0,1,1.1821
case_000214,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,2.4169
case_000217,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9615384615384616,1.0,0.038461538462,True,True,False,0,0,0,1,1.3063
case_000218,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.9879518072289156,1.0,0.012048192771,True,True,False,0,0,0,1,2.3189
case_000219,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,regression,0.9958333333333333,0.9916666666666667,-0.004166666667,False,False,True,0,0,0,1,8.7157
case_000229,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.4835
case_000230,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9871794871794872,0.9871794871794872,0.0,False,False,False,1,1,0,1,2.2204
case_000231,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9962121212121212,0.9962121212121212,0.0,False,False,False,0,1,0,1,7.8172
case_000232,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.986857825567503,0.986857825567503,0.0,False,False,False,1,1,0,1,8.4554
case_000233,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,regression,0.23809523809523808,0.0,-0.238095238095,False,False,True,0,0,0,1,1.5198
case_000236,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9988304093567252,0.9988304093567252,0.0,False,False,False,1,1,0,1,8.044
case_000237,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.2215
case_000238,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9135802469135802,0.9135802469135802,0.0,False,False,False,0,1,0,1,2.8399
case_000248,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9988095238095238,0.9988095238095238,0.0,False,False,False,1,1,0,1,7.9116
case_000249,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.202
case_000250,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9868421052631579,0.9868421052631579,0.0,False,False,False,1,1,0,1,2.3083
case_000251,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.99609375,0.99609375,0.0,False,False,False,1,1,0,1,10.4978
case_000252,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.0,0.0,0.0,False,False,False,1,1,0,1,12.0614
case_000255,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,regression,0.9955555555555555,0.9911111111111112,-0.004444444444,False,False,True,0,0,0,1,5.8739
case_000256,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,no_improvement,0.9988372093023256,0.9988372093023256,0.0,False,False,False,1,1,0,1,8.6996
case_000257,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9545454545454546,0.9545454545454546,0.0,False,False,False,0,0,0,1,1.1819
case_000267,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9960159362549801,0.9960159362549801,0.0,False,False,False,0,1,0,1,6.2469
case_000268,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9988738738738738,0.9988738738738738,0.0,False,False,False,1,1,0,1,11.6425
case_000269,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9615384615384616,0.9615384615384616,0.0,False,False,False,1,1,0,1,1.2011
case_000270,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9135802469135802,0.9135802469135802,0.0,False,False,False,0,1,0,1,4.009
case_000271,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,no_improvement,0.2584745762711864,0.2584745762711864,0.0,False,False,False,1,1,0,1,10.4507
case_000274,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9102564102564102,0.9102564102564102,0.0,False,False,False,0,1,0,1,3.3226
case_000275,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,regression,0.9956896551724138,0.9913793103448276,-0.004310344828,False,False,True,0,0,0,1,10.3784
case_000276,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,no_improvement,0.9987966305655837,0.9987966305655837,0.0,False,False,False,1,1,0,1,8.2615
case_000283,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_inter_class,True,completed,no_improvement,0.9957805907172996,0.9957805907172996,0.0,False,False,False,0,1,0,1,7.7436
case_000286,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,no_improvement,0.9213483146067416,0.9213483146067416,0.0,False,False,False,0,0,0,1,2.7155
case_000287,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,no_improvement,0.9957627118644068,0.9957627118644068,0.0,False,False,False,0,1,0,1,12.3957
case_000288,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9988304093567252,0.9988304093567252,0.0,False,False,False,1,1,0,1,13.5979
case_000289,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.7692307692307693,0.7692307692307693,0.0,False,False,False,0,1,0,1,1.9221
case_000290,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,2.3872
case_000293,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.2178
case_000294,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.9880952380952381,1.0,0.011904761905,True,True,False,0,0,0,1,2.2935
case_000295,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_strengthen,True,completed,regression,0.9625,0.9583333333333334,-0.004166666667,False,False,True,0,0,0,1,8.9879
case_000305,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,missing_transition,True,completed,complete_repair,0.9523809523809523,1.0,0.047619047619,True,True,False,0,0,0,1,1.397
case_000306,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_target,True,completed,complete_repair,0.9195402298850575,1.0,0.080459770115,True,True,False,0,0,0,1,2.4912
case_000307,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_source,True,completed,no_improvement,0.9958333333333333,0.9958333333333333,0.0,False,False,False,1,1,0,1,11.4373
case_000308,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_event,True,completed,no_improvement,0.9988235294117647,0.9988235294117647,0.0,False,False,False,1,1,0,1,8.4164
case_000309,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,wrong_initial_state,True,completed,effective_repair,0.0,0.9090909090909091,0.909090909091,False,True,False,0,0,0,1,1.5266
case_000312,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_flip,True,completed,no_improvement,0.9988505747126437,0.9988505747126437,0.0,False,False,False,1,1,0,1,8.5943
case_000313,baseline_openweight_llm_qwen25_coder_7b,qwen2.5-coder:7b,guard_weaken,True,completed,complete_repair,0.9545454545454546,1.0,0.045454545455,True,True,False,0,0,0,1,1.125
